label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
ROCK,0.58971,0.745444,-1e-06,0.520553,0.669827,-0.020219,0.482169,0.539691,-0.028332,0.463283,0.438804,-0.041005,0.43331,0.371067,-0.048878,0.553564,0.478218,0.005427,0.553152,0.42512,-0.031324,0.552175,0.506333,-0.050959,0.551742,0.573515,-0.056524,0.604669,0.488577,0.000596,0.605073,0.443537,-0.048642,0.587144,0.538982,-0.068685,0.573805,0.610408,-0.070466,0.65479,0.508584,-0.010784,0.659312,0.449586,-0.05819,0.627951,0.535894,-0.059823,0.60319,0.605125,-0.045997,0.700678,0.532443,-0.023704,0.732324,0.44254,-0.049643,0.751762,0.38064,-0.054947,0.766246,0.317907,-0.052588
ROCK,0.570067,0.739377,-1e-06,0.498374,0.66535,-0.020038,0.459123,0.532545,-0.027321,0.439439,0.433278,-0.038473,0.406831,0.372756,-0.045491,0.528892,0.478498,0.003857,0.527548,0.429025,-0.031691,0.529469,0.506072,-0.051257,0.531842,0.57041,-0.056697,0.580506,0.486678,0.000153,0.58001,0.442867,-0.047056,0.564772,0.533266,-0.066715,0.55315,0.602152,-0.068675,0.631211,0.505603,-0.00961,0.635276,0.449955,-0.05579,0.605944,0.535076,-0.057947,0.581667,0.604091,-0.044501,0.676727,0.529968,-0.020672,0.706022,0.439742,-0.044845,0.724418,0.37703,-0.049254,0.737388,0.311483,-0.04658
ROCK,0.566328,0.748246,-1e-06,0.494593,0.674969,-0.018283,0.451253,0.54025,-0.023536,0.429975,0.439127,-0.033363,0.397492,0.377873,-0.038855,0.525189,0.480216,0.007115,0.521879,0.427781,-0.0279,0.521483,0.50881,-0.046762,0.521843,0.57589,-0.052113,0.576094,0.488337,0.002285,0.573898,0.442901,-0.045409,0.557024,0.537576,-0.064879,0.54497,0.608961,-0.066508,0.626305,0.506551,-0.008899,0.628198,0.448892,-0.055341,0.597295,0.535806,-0.05746,0.573309,0.606164,-0.044251,0.67212,0.529146,-0.021424,0.701355,0.437594,-0.047479,0.719868,0.374416,-0.053675,0.733893,0.311118,-0.052185
ROCK,0.560915,0.745622,-1e-06,0.487284,0.674902,-0.017928,0.443601,0.539592,-0.022289,0.422215,0.438894,-0.031284,0.388947,0.379939,-0.036311,0.516887,0.480554,0.007922,0.514449,0.429985,-0.02726,0.515153,0.509193,-0.04686,0.516624,0.575433,-0.052634,0.568528,0.486853,0.003253,0.567677,0.443793,-0.044693,0.550276,0.53871,-0.064652,0.537494,0.611294,-0.066467,0.619204,0.503985,-0.007723,0.621908,0.447338,-0.054043,0.590574,0.534906,-0.056569,0.566332,0.605718,-0.043616,0.664889,0.526565,-0.020021,0.693408,0.435147,-0.046172,0.710798,0.370761,-0.052822,0.724496,0.305548,-0.051669
ROCK,0.554004,0.744307,-1e-06,0.480882,0.675827,-0.018941,0.436099,0.540262,-0.024202,0.413412,0.439393,-0.033864,0.379373,0.380577,-0.039545,0.508929,0.479986,0.005813,0.505622,0.429235,-0.02943,0.507366,0.508988,-0.048869,0.509565,0.575216,-0.054632,0.560182,0.486295,0.001416,0.559249,0.444334,-0.046442,0.542486,0.53918,-0.066368,0.530177,0.611161,-0.06841,0.61043,0.503487,-0.009272,0.613574,0.447329,-0.055679,0.582229,0.534362,-0.058357,0.557693,0.604476,-0.045726,0.655664,0.526066,-0.021296,0.683559,0.433958,-0.04726,0.700821,0.3686,-0.053797,0.714558,0.302295,-0.052739
ROCK,0.5463,0.746797,-1e-06,0.47316,0.676612,-0.019072,0.429793,0.541213,-0.025029,0.406167,0.440456,-0.035585,0.370065,0.381512,-0.042156,0.50177,0.480373,0.007202,0.498297,0.428482,-0.028382,0.498532,0.509084,-0.048127,0.499292,0.575615,-0.053883,0.552228,0.485907,0.002792,0.550657,0.444102,-0.044901,0.533683,0.539179,-0.064991,0.521465,0.610575,-0.067,0.602427,0.502485,-0.008025,0.605503,0.445365,-0.053877,0.574777,0.53252,-0.056254,0.550886,0.602566,-0.043397,0.648027,0.524287,-0.020248,0.674656,0.431425,-0.045251,0.69128,0.366658,-0.05089,0.704669,0.301235,-0.049103
ROCK,0.517762,0.743569,-1e-06,0.444326,0.673454,-0.016616,0.398728,0.544284,-0.022804,0.373561,0.449973,-0.033483,0.339921,0.391226,-0.040047,0.466967,0.481234,0.00534,0.460961,0.430692,-0.027715,0.463026,0.505514,-0.045014,0.464066,0.569956,-0.049032,0.517549,0.485979,8e-05,0.5111,0.443169,-0.046104,0.500172,0.533905,-0.065651,0.492093,0.604549,-0.067337,0.568549,0.501557,-0.010617,0.567572,0.445547,-0.055377,0.540464,0.530654,-0.059286,0.518166,0.601226,-0.047256,0.615813,0.522834,-0.022193,0.639156,0.42883,-0.045768,0.652904,0.363776,-0.051455,0.661808,0.29889,-0.049725
ROCK,0.51276,0.750626,-1e-06,0.438975,0.682748,-0.018297,0.390257,0.550259,-0.024311,0.364003,0.451234,-0.035106,0.329539,0.39076,-0.041526,0.461972,0.485593,0.006323,0.453603,0.430074,-0.027818,0.45615,0.511697,-0.045657,0.458946,0.578817,-0.050354,0.512349,0.489535,0.001013,0.505371,0.445698,-0.046126,0.491754,0.540197,-0.066406,0.482555,0.610983,-0.06882,0.562792,0.504547,-0.010401,0.560968,0.445372,-0.056167,0.531687,0.531918,-0.060183,0.509304,0.602102,-0.048523,0.608766,0.524367,-0.023038,0.632496,0.427124,-0.048711,0.645568,0.358447,-0.056034,0.655,0.291335,-0.05549
ROCK,0.512898,0.748476,-1e-06,0.438213,0.678685,-0.016927,0.389932,0.549527,-0.022701,0.363645,0.452695,-0.03357,0.330289,0.392231,-0.040161,0.46059,0.481743,0.007154,0.453665,0.429916,-0.027338,0.454909,0.512033,-0.045464,0.456422,0.578968,-0.050085,0.511048,0.487375,0.001341,0.505421,0.445105,-0.047189,0.491359,0.541786,-0.067582,0.481786,0.614891,-0.069213,0.562087,0.503299,-0.010357,0.560878,0.44633,-0.056775,0.531183,0.534058,-0.060596,0.508433,0.604667,-0.048145,0.609198,0.523744,-0.0231,0.632894,0.427951,-0.048787,0.646744,0.361596,-0.055542,0.65683,0.296918,-0.054055
ROCK,0.500971,0.753455,-1e-06,0.42336,0.686043,-0.021579,0.372985,0.555713,-0.029011,0.345917,0.457411,-0.040631,0.313674,0.393005,-0.047478,0.442884,0.490453,0.005023,0.432164,0.435278,-0.029781,0.437802,0.51718,-0.047813,0.444129,0.583236,-0.052278,0.493692,0.4925,0.001443,0.484607,0.44638,-0.046252,0.473603,0.540791,-0.066731,0.466681,0.611194,-0.068932,0.544968,0.506842,-0.008514,0.540761,0.446333,-0.054588,0.513403,0.534609,-0.058067,0.492503,0.606358,-0.045388,0.592681,0.527117,-0.020066,0.61359,0.428456,-0.045554,0.625266,0.358345,-0.052312,0.633198,0.289239,-0.050934
ROCK,0.50488,0.747554,-1e-06,0.428756,0.676382,-0.018016,0.38028,0.548824,-0.02444,0.354601,0.45245,-0.035461,0.324715,0.388204,-0.041703,0.449344,0.48059,0.004179,0.438094,0.426756,-0.030125,0.440941,0.509996,-0.046605,0.445654,0.576069,-0.049956,0.500924,0.487258,-0.00114,0.492884,0.443167,-0.049603,0.479907,0.54123,-0.06878,0.473215,0.613795,-0.069506,0.552789,0.50344,-0.012308,0.549171,0.445791,-0.058532,0.518578,0.53422,-0.061293,0.496409,0.605304,-0.048041,0.60099,0.523969,-0.024565,0.623107,0.426466,-0.050424,0.635657,0.359488,-0.056914,0.644484,0.294209,-0.054993
ROCK,0.509967,0.748523,-1e-06,0.434355,0.674473,-0.017413,0.386948,0.54651,-0.024234,0.360744,0.449861,-0.035954,0.328817,0.386099,-0.04303,0.454963,0.478044,0.00606,0.446746,0.424353,-0.028679,0.448648,0.506299,-0.046393,0.45161,0.573381,-0.050666,0.506495,0.484519,1.7e-05,0.500344,0.438745,-0.048574,0.487443,0.535433,-0.068879,0.47958,0.609365,-0.070422,0.558527,0.501249,-0.011926,0.555574,0.443781,-0.058038,0.525816,0.531302,-0.061656,0.503467,0.602601,-0.049092,0.607051,0.522879,-0.024986,0.630381,0.425435,-0.050574,0.643791,0.358294,-0.057303,0.652887,0.293473,-0.055777
ROCK,0.531747,0.736677,-1e-06,0.458328,0.665287,-0.018299,0.411351,0.532972,-0.024789,0.387608,0.434494,-0.03575,0.35586,0.372515,-0.042237,0.479587,0.470448,-0.000975,0.47269,0.414746,-0.035917,0.474295,0.496509,-0.052593,0.476182,0.561143,-0.056127,0.531175,0.476701,-0.006748,0.527568,0.426722,-0.056285,0.512115,0.524929,-0.075371,0.502723,0.600582,-0.075613,0.583421,0.493459,-0.017983,0.58183,0.435385,-0.064941,0.549262,0.526919,-0.067606,0.525485,0.601343,-0.053832,0.631725,0.51523,-0.030285,0.653675,0.416767,-0.056016,0.666991,0.350209,-0.062335,0.677158,0.285291,-0.06041
ROCK,0.536013,0.74202,-1e-06,0.460937,0.665389,-0.017588,0.417543,0.532901,-0.023837,0.393841,0.433032,-0.034881,0.360732,0.369657,-0.041423,0.487153,0.469251,0.008145,0.481682,0.416072,-0.026164,0.48116,0.497279,-0.044224,0.482363,0.563961,-0.048855,0.538246,0.477349,0.002456,0.534796,0.429106,-0.045218,0.519125,0.524229,-0.065379,0.508914,0.599432,-0.06675,0.5894,0.495251,-0.009285,0.588494,0.437442,-0.054833,0.557772,0.52333,-0.058514,0.534929,0.594527,-0.045995,0.637257,0.517454,-0.022163,0.661837,0.422356,-0.046632,0.676433,0.356599,-0.052712,0.687103,0.293427,-0.050967
ROCK,0.541886,0.742292,-1e-06,0.467317,0.665869,-0.018654,0.424843,0.534271,-0.0253,0.402068,0.433657,-0.03677,0.369376,0.369296,-0.043622,0.494397,0.469718,0.008098,0.488601,0.416267,-0.02712,0.487802,0.498724,-0.045489,0.489508,0.564258,-0.05017,0.545404,0.477647,0.0028,0.541638,0.430748,-0.045767,0.525794,0.526231,-0.066086,0.516024,0.598871,-0.067473,0.596195,0.495313,-0.008835,0.595449,0.437387,-0.055516,0.563583,0.523525,-0.05928,0.539822,0.593528,-0.046492,0.643496,0.517421,-0.021715,0.667934,0.422614,-0.046852,0.682528,0.35756,-0.053164,0.693336,0.294583,-0.051335
ROCK,0.569081,0.733278,-1e-06,0.495458,0.66425,-0.018397,0.449568,0.53129,-0.023589,0.429573,0.43095,-0.032782,0.397665,0.371979,-0.037902,0.520094,0.474613,-0.002323,0.517408,0.420895,-0.036961,0.520071,0.498772,-0.054115,0.521283,0.562276,-0.058243,0.572476,0.4805,-0.007162,0.572181,0.431393,-0.055139,0.557092,0.526557,-0.073434,0.54693,0.598676,-0.07406,0.623669,0.496945,-0.017377,0.626433,0.439868,-0.063391,0.596223,0.52901,-0.06508,0.573693,0.601182,-0.051355,0.669897,0.518236,-0.028752,0.695806,0.423579,-0.054026,0.711344,0.359123,-0.059696,0.723971,0.296041,-0.057746
ROCK,0.573048,0.737489,-1e-06,0.499018,0.662755,-0.018835,0.456466,0.531955,-0.024389,0.436885,0.430923,-0.034133,0.405983,0.368372,-0.039241,0.525912,0.473335,0.00534,0.525399,0.419018,-0.027965,0.524657,0.498529,-0.044543,0.525653,0.564158,-0.048442,0.579166,0.481954,0.001089,0.580075,0.433192,-0.046108,0.562661,0.526372,-0.065393,0.55091,0.59901,-0.066555,0.631027,0.498671,-0.009053,0.6346,0.439241,-0.054541,0.603063,0.525369,-0.05676,0.578839,0.59647,-0.04341,0.678043,0.520067,-0.020424,0.703838,0.427832,-0.0451,0.719355,0.364496,-0.050666,0.730717,0.302121,-0.048555
ROCK,0.578067,0.740958,-1e-06,0.504745,0.66485,-0.020121,0.463102,0.5333,-0.026355,0.443598,0.431801,-0.036415,0.413018,0.367331,-0.041494,0.531158,0.47441,0.002938,0.53206,0.419145,-0.030548,0.532248,0.498949,-0.045986,0.533609,0.564114,-0.048983,0.584635,0.483753,-0.000676,0.586804,0.435371,-0.048301,0.569588,0.529247,-0.066746,0.557772,0.600633,-0.067267,0.636777,0.501093,-0.010215,0.641381,0.440726,-0.056403,0.609526,0.526261,-0.058315,0.584631,0.596084,-0.044602,0.683979,0.522781,-0.021007,0.710574,0.430092,-0.046185,0.72643,0.36732,-0.051813,0.737824,0.304975,-0.049626
ROCK,0.59396,0.733095,-1e-06,0.524357,0.66216,-0.020277,0.483539,0.533127,-0.027564,0.46564,0.434352,-0.038412,0.435866,0.37131,-0.044418,0.551454,0.471374,-0.001705,0.55099,0.419619,-0.035475,0.551652,0.497994,-0.051109,0.551536,0.563339,-0.053957,0.603591,0.481144,-0.005297,0.6045,0.434122,-0.052951,0.587789,0.52952,-0.070854,0.575107,0.602919,-0.07075,0.654973,0.500107,-0.014222,0.657626,0.440644,-0.059246,0.628528,0.529096,-0.058993,0.605429,0.600929,-0.043862,0.701532,0.523621,-0.024489,0.726646,0.431237,-0.049173,0.743193,0.369102,-0.053389,0.755584,0.306121,-0.049928
ROCK,0.598313,0.736931,-1e-06,0.526311,0.665345,-0.020682,0.485712,0.537865,-0.028067,0.466558,0.438307,-0.039348,0.436457,0.372257,-0.045668,0.552923,0.474968,0.004785,0.556244,0.420832,-0.02924,0.55719,0.499524,-0.045978,0.557473,0.566059,-0.049751,0.605523,0.484245,0.001121,0.608473,0.437983,-0.046016,0.592631,0.531143,-0.065214,0.580619,0.601501,-0.066361,0.656614,0.502065,-0.008711,0.662402,0.443217,-0.054522,0.631979,0.527266,-0.056575,0.607393,0.594994,-0.043093,0.70301,0.524014,-0.01987,0.730411,0.434022,-0.044723,0.747339,0.373189,-0.049842,0.759552,0.312229,-0.047261
ROCK,0.598785,0.737132,-1e-06,0.527298,0.665278,-0.020732,0.488083,0.535939,-0.027711,0.469308,0.435744,-0.038625,0.438064,0.370741,-0.044623,0.55556,0.474137,0.006688,0.558045,0.422808,-0.027704,0.559828,0.50225,-0.045437,0.561273,0.568655,-0.049877,0.607927,0.483551,0.003149,0.610013,0.438157,-0.044166,0.595573,0.531569,-0.063581,0.584957,0.603089,-0.064737,0.658498,0.501725,-0.006757,0.663376,0.444057,-0.0523,0.634606,0.528733,-0.053881,0.611722,0.597234,-0.040055,0.704579,0.524245,-0.018139,0.732372,0.43554,-0.042506,0.749391,0.375169,-0.047253,0.761488,0.314105,-0.044457
ROCK,0.60055,0.736834,-1e-06,0.529354,0.664337,-0.020464,0.490188,0.536854,-0.027681,0.471019,0.437614,-0.039046,0.440156,0.372495,-0.045472,0.55682,0.475838,0.006536,0.559819,0.423341,-0.028496,0.561199,0.502417,-0.046546,0.562459,0.568155,-0.051099,0.609255,0.485461,0.002524,0.611706,0.439729,-0.045504,0.596992,0.532558,-0.065183,0.586055,0.602903,-0.066424,0.659899,0.503455,-0.007919,0.665305,0.445754,-0.053985,0.636262,0.529594,-0.055884,0.612779,0.597061,-0.042159,0.705792,0.525371,-0.019842,0.733624,0.436714,-0.044488,0.750618,0.376134,-0.04952,0.762488,0.314841,-0.046863
ROCK,0.599097,0.737891,-1e-06,0.529191,0.664579,-0.020394,0.490956,0.536537,-0.027574,0.472139,0.437029,-0.038976,0.441175,0.372049,-0.045422,0.558094,0.474387,0.007204,0.559474,0.42219,-0.028017,0.560913,0.50278,-0.046591,0.562674,0.568985,-0.051595,0.609438,0.484298,0.003118,0.610925,0.439349,-0.044942,0.596818,0.533506,-0.064486,0.587037,0.603873,-0.065717,0.659291,0.50286,-0.00752,0.664794,0.445062,-0.053449,0.636006,0.530201,-0.054647,0.613139,0.598414,-0.040544,0.704789,0.525427,-0.019738,0.733283,0.437097,-0.04446,0.75076,0.37687,-0.049215,0.763439,0.315286,-0.046371
ROCK,0.598158,0.736434,-1e-06,0.528477,0.663428,-0.019938,0.489646,0.53631,-0.027725,0.470479,0.43779,-0.039779,0.439953,0.372308,-0.04698,0.558109,0.47491,0.006196,0.558858,0.421664,-0.029314,0.559968,0.501178,-0.048368,0.561303,0.568118,-0.053666,0.609124,0.485129,0.001686,0.610707,0.439796,-0.046307,0.595918,0.533492,-0.066084,0.585436,0.604825,-0.067662,0.658665,0.503544,-0.009197,0.664476,0.445162,-0.054449,0.634954,0.52979,-0.055513,0.611299,0.598729,-0.041683,0.703891,0.525663,-0.021659,0.732309,0.436719,-0.045958,0.749632,0.375569,-0.050448,0.762306,0.314051,-0.047606
ROCK,0.589001,0.729674,-1e-06,0.520859,0.660696,-0.021729,0.480683,0.531568,-0.029957,0.460515,0.431493,-0.041958,0.428275,0.367886,-0.049409,0.548359,0.475897,0.003279,0.549369,0.420402,-0.033403,0.553004,0.497353,-0.053509,0.555446,0.561585,-0.059482,0.599063,0.483078,-6.5e-05,0.600982,0.438152,-0.048238,0.585774,0.531315,-0.06782,0.573715,0.600866,-0.069627,0.648404,0.500723,-0.009952,0.653355,0.442029,-0.056233,0.624366,0.52677,-0.057742,0.600901,0.595459,-0.044217,0.693191,0.523055,-0.021443,0.721414,0.433149,-0.046829,0.738392,0.369882,-0.052353,0.750845,0.305389,-0.050437
ROCK,0.583935,0.731129,-1e-06,0.515569,0.657306,-0.018836,0.475533,0.528228,-0.025277,0.456011,0.430862,-0.036203,0.426801,0.366904,-0.042453,0.543343,0.470618,0.007188,0.543335,0.417119,-0.027958,0.545687,0.496149,-0.046698,0.547589,0.562192,-0.051614,0.594517,0.479714,0.002735,0.595471,0.436817,-0.045176,0.580855,0.530886,-0.064719,0.569576,0.601864,-0.06597,0.644687,0.497514,-0.008046,0.64959,0.440148,-0.053286,0.620371,0.524487,-0.055003,0.596255,0.593323,-0.041421,0.690314,0.518852,-0.020253,0.718315,0.429525,-0.044292,0.735488,0.36866,-0.049094,0.74781,0.307782,-0.046408
ROCK,0.581423,0.731137,-1e-06,0.512276,0.658321,-0.018802,0.471593,0.529386,-0.025617,0.45136,0.431724,-0.037126,0.421529,0.367893,-0.044138,0.539353,0.469736,0.007394,0.54044,0.415471,-0.028549,0.54142,0.494206,-0.048138,0.541758,0.560535,-0.053474,0.59026,0.478938,0.002511,0.592475,0.434433,-0.046135,0.576386,0.528676,-0.066437,0.563243,0.599907,-0.067938,0.640466,0.497066,-0.00875,0.646337,0.438612,-0.054754,0.616708,0.52347,-0.056894,0.59198,0.592238,-0.04329,0.686104,0.518646,-0.021404,0.713908,0.428396,-0.04582,0.731117,0.367113,-0.050576,0.743594,0.305606,-0.047679
ROCK,0.577053,0.731961,-1e-06,0.507313,0.659823,-0.018992,0.46663,0.530015,-0.025296,0.446611,0.431126,-0.036119,0.41681,0.367098,-0.042449,0.534684,0.471579,0.008328,0.535959,0.414393,-0.026903,0.537127,0.4912,-0.046298,0.53767,0.557153,-0.051647,0.585268,0.479821,0.003981,0.58783,0.433292,-0.043631,0.571749,0.525724,-0.063676,0.558628,0.596967,-0.065267,0.635262,0.496865,-0.006805,0.64083,0.438025,-0.051963,0.611281,0.521953,-0.05422,0.586932,0.590825,-0.041023,0.681286,0.517475,-0.01903,0.70936,0.426988,-0.043091,0.726554,0.364952,-0.048135,0.739074,0.303355,-0.045668
ROCK,0.557368,0.728824,-1e-06,0.485704,0.655954,-0.019796,0.445265,0.522034,-0.025563,0.425881,0.423185,-0.035076,0.395184,0.362468,-0.04016,0.514824,0.469226,0.004866,0.512348,0.415596,-0.028176,0.513934,0.493998,-0.045322,0.514948,0.55926,-0.04947,0.564975,0.47572,0.001778,0.562685,0.431088,-0.043407,0.547837,0.521146,-0.062002,0.536358,0.589924,-0.063553,0.614503,0.492808,-0.007368,0.616578,0.434677,-0.051216,0.588219,0.518462,-0.053414,0.564807,0.58758,-0.040749,0.659454,0.515378,-0.017859,0.686021,0.42502,-0.041176,0.70218,0.361881,-0.046285,0.713151,0.297164,-0.044431
ROCK,0.556296,0.733321,-1e-06,0.485056,0.662036,-0.019192,0.443114,0.52868,-0.025046,0.421957,0.428827,-0.03525,0.389013,0.366856,-0.040989,0.513487,0.469625,0.006259,0.511604,0.413735,-0.027589,0.511775,0.493618,-0.04519,0.511837,0.560604,-0.049674,0.563238,0.476975,0.002097,0.562492,0.432626,-0.04468,0.545773,0.527998,-0.063787,0.53319,0.599716,-0.065083,0.612933,0.49431,-0.008316,0.615864,0.434383,-0.053018,0.585331,0.519294,-0.05556,0.561059,0.58869,-0.042939,0.658592,0.51533,-0.020073,0.685307,0.423113,-0.044131,0.700881,0.360759,-0.04969,0.712619,0.29932,-0.047859
ROCK,0.554727,0.734562,-1e-06,0.482379,0.663773,-0.019909,0.440119,0.531812,-0.02633,0.41754,0.431173,-0.037264,0.385401,0.367169,-0.043709,0.510733,0.471385,0.007847,0.507709,0.413475,-0.027056,0.508216,0.492789,-0.045809,0.508965,0.559231,-0.050989,0.56001,0.477612,0.003657,0.558146,0.431405,-0.043948,0.541198,0.526371,-0.06387,0.529297,0.597497,-0.065615,0.609349,0.49446,-0.007128,0.611039,0.434046,-0.052851,0.58009,0.519723,-0.055472,0.556666,0.589339,-0.04262,0.655045,0.515518,-0.019403,0.682211,0.423506,-0.044355,0.69806,0.360038,-0.050215,0.710249,0.29709,-0.048435
ROCK,0.550644,0.735449,-1e-06,0.477965,0.663554,-0.019607,0.436351,0.530001,-0.025758,0.414087,0.428982,-0.036578,0.381155,0.365292,-0.04289,0.507735,0.469892,0.008963,0.503407,0.412662,-0.025925,0.503978,0.493095,-0.044574,0.505193,0.559741,-0.049593,0.557219,0.476499,0.004591,0.554413,0.432043,-0.04336,0.537705,0.528153,-0.063428,0.525949,0.599897,-0.065043,0.606503,0.493654,-0.006436,0.607249,0.434918,-0.052548,0.576285,0.521259,-0.055405,0.552735,0.590825,-0.042502,0.652038,0.514995,-0.018904,0.679013,0.422856,-0.043918,0.694726,0.359532,-0.049878,0.70642,0.296533,-0.048088
ROCK,0.546681,0.737031,-1e-06,0.473754,0.665986,-0.020477,0.432274,0.53324,-0.02726,0.409921,0.432133,-0.038675,0.377044,0.367487,-0.045451,0.50272,0.471169,0.009462,0.499175,0.413694,-0.026016,0.500151,0.495169,-0.045329,0.501493,0.562636,-0.050597,0.552385,0.47697,0.005538,0.550281,0.432886,-0.042639,0.534155,0.529218,-0.063084,0.523203,0.600439,-0.064797,0.60211,0.493724,-0.005191,0.604138,0.433815,-0.05124,0.57345,0.520324,-0.053826,0.550619,0.589955,-0.040606,0.648246,0.515088,-0.017493,0.675149,0.422649,-0.042328,0.690455,0.358793,-0.047945,0.702421,0.295342,-0.045739
ROCK,0.541126,0.737689,-1e-06,0.468056,0.665776,-0.0211,0.427091,0.5307,-0.027781,0.404998,0.42879,-0.038899,0.371139,0.365032,-0.045413,0.499116,0.470681,0.008059,0.495145,0.412855,-0.027815,0.494976,0.495473,-0.047025,0.495963,0.562384,-0.052262,0.548677,0.476978,0.004335,0.546205,0.431362,-0.044338,0.528747,0.52774,-0.064725,0.517131,0.598608,-0.066411,0.597813,0.494221,-0.006269,0.599608,0.435009,-0.053105,0.567334,0.522071,-0.056004,0.543316,0.591573,-0.042892,0.643101,0.515985,-0.018446,0.669884,0.423003,-0.044044,0.685632,0.358706,-0.050316,0.698052,0.294334,-0.048614
ROCK,0.521969,0.737968,-1e-06,0.45023,0.664271,-0.020122,0.408125,0.528489,-0.026334,0.386011,0.429677,-0.036593,0.353734,0.367336,-0.042185,0.47844,0.469623,0.005476,0.471324,0.417924,-0.027387,0.472077,0.499265,-0.043554,0.47349,0.565007,-0.046927,0.528701,0.474901,0.001719,0.521746,0.429907,-0.044585,0.506772,0.52249,-0.064124,0.495905,0.593162,-0.065581,0.579315,0.492526,-0.00805,0.576448,0.434887,-0.052899,0.546541,0.520864,-0.05662,0.522698,0.591202,-0.044282,0.62575,0.515895,-0.019153,0.649704,0.420874,-0.043482,0.664559,0.354268,-0.049858,0.674774,0.287619,-0.04845
ROCK,0.519189,0.740166,-1e-06,0.446793,0.665823,-0.018686,0.402733,0.530141,-0.024704,0.379272,0.430859,-0.03544,0.345376,0.369651,-0.041533,0.476402,0.469298,0.007611,0.469603,0.415967,-0.026627,0.469342,0.499154,-0.044464,0.469273,0.56639,-0.049017,0.52638,0.476523,0.002591,0.520039,0.432497,-0.04489,0.50399,0.528603,-0.064652,0.492867,0.600383,-0.066134,0.576297,0.495169,-0.008724,0.573932,0.438426,-0.05439,0.543237,0.525225,-0.057657,0.520091,0.594619,-0.045132,0.621974,0.518547,-0.021353,0.647712,0.424842,-0.046325,0.662439,0.359541,-0.052721,0.673226,0.29485,-0.051343
ROCK,0.520118,0.740267,-1e-06,0.446385,0.666129,-0.018701,0.40257,0.532558,-0.024997,0.379401,0.432583,-0.035921,0.345873,0.370331,-0.04218,0.475792,0.46901,0.006613,0.468567,0.416449,-0.027276,0.468148,0.500326,-0.044445,0.468966,0.566993,-0.048674,0.525799,0.476643,0.001589,0.519243,0.434222,-0.046872,0.503324,0.531489,-0.066759,0.493415,0.604417,-0.068044,0.575915,0.495126,-0.00954,0.574176,0.438042,-0.055402,0.541571,0.524126,-0.058572,0.517333,0.593399,-0.045965,0.622294,0.518339,-0.021979,0.647877,0.425148,-0.047115,0.662384,0.360433,-0.053613,0.673274,0.296378,-0.052193
ROCK,0.515754,0.742718,-1e-06,0.442286,0.669019,-0.019555,0.397703,0.533133,-0.026031,0.373826,0.433182,-0.037141,0.340061,0.37144,-0.043518,0.470844,0.471535,0.006266,0.463503,0.415274,-0.028974,0.463717,0.498813,-0.04682,0.465068,0.567047,-0.051096,0.521454,0.47829,0.001445,0.514633,0.433635,-0.047393,0.499038,0.530773,-0.067186,0.489198,0.603085,-0.068395,0.57151,0.496596,-0.009839,0.568905,0.438716,-0.056756,0.537811,0.526399,-0.059927,0.514798,0.596256,-0.047019,0.617197,0.519627,-0.022513,0.643023,0.424553,-0.048437,0.65778,0.35784,-0.05535,0.668757,0.291007,-0.054198
ROCK,0.512379,0.744453,-1e-06,0.439889,0.672294,-0.019337,0.393736,0.538801,-0.025923,0.369704,0.439039,-0.037227,0.337361,0.376042,-0.043741,0.465304,0.4736,0.005799,0.458031,0.418669,-0.029565,0.458765,0.503849,-0.04764,0.460359,0.57256,-0.052205,0.516221,0.479584,0.000841,0.509578,0.435905,-0.048196,0.494762,0.533549,-0.068086,0.485291,0.605733,-0.069566,0.566983,0.497304,-0.010525,0.565011,0.438318,-0.05782,0.533946,0.526015,-0.061227,0.51066,0.595955,-0.048584,0.613468,0.520124,-0.023238,0.639369,0.425015,-0.049848,0.653727,0.35779,-0.057359,0.664026,0.290915,-0.056612
ROCK,0.500724,0.750992,-1e-06,0.427465,0.679467,-0.020182,0.37983,0.544567,-0.027245,0.355238,0.443298,-0.03862,0.322094,0.379439,-0.045188,0.450628,0.484085,0.003902,0.441071,0.427711,-0.031013,0.445287,0.511012,-0.048732,0.449027,0.580396,-0.053116,0.502316,0.488467,-0.000787,0.493873,0.441955,-0.049033,0.481369,0.534896,-0.069924,0.472567,0.606909,-0.072699,0.554181,0.504891,-0.011672,0.551333,0.44384,-0.05796,0.520931,0.529357,-0.062098,0.49691,0.601014,-0.050385,0.601836,0.526779,-0.024032,0.626022,0.427848,-0.050612,0.63987,0.355362,-0.058842,0.649324,0.285002,-0.058888
